id,Company name,contact_firstname,contact_lastname,email,phone_number,direct,business_activity,deleted,user_id,created_at,updated_at,Script,response,call_answering,voicemail,,
698,JOB HUB LIMITED,NULL,NULL,info@jobhub.biz ,0203 962 5756,0204 599 0760,NULL,0,0,NULL,NULL,"JOB HUB LIMITED  (0203 962 5756)  YCF 

Greeting:  Welcome to Job Hub Limited, how can I help you? 

Response: I am afraid there is no one available to take your call at the moment, can I take your details and get someone to call you back shortly. 

Business Activity: Job Hub Limited is a recruitment agency, we have experienced recruiters to help job seekers to find their desired job. We work closely with employers of all industries to fill their job vacancies. 

Names: the calls can be forwarded to a recruitment consultant  

E-mail address. info@jobhub.biz 
 ",NULL,1,1,YCF,
699,free,,,,0203 962 5757,,,,,,,,,1,1,YCF,
700,AIRRIDE DIRECT LIMITED,NULL,NULL,office@airride.co.uk,0203 962 5758,0204 599 0761,NULL,0,0,NULL,NULL,"Greets:  Good Morning/Afternoon     AIRRIDE DIRECT   How can I help you Action:      All lines are busy at present can I take a message and they will call back. as soon as possible .     *** any calls received today will be returned tomorrow. Existing Customer:.. Please take their name and phone/order reference number. Parts Enquiry:...  Take brief details of parts required, contact details and brief messageKit Enquiry .....for specific vehicle  Take brief details of vehicle, contact details and brief messageSales Call:.... Please do not take any details or pass them on. We donâ€™t ever return unsolicited sales calls and it wastes everyoneâ€™s time to let them think we will.  All other callers please follow instructions below take all details  (its important that the 4 things below must be taken from caller & emailed to Phil)  1. CALLERS NAME. 2. TEL NUMBER. 3. VEHICLE REGISTRATION NUMBER   4. EMAIL ADDRESSBusiness Activity    We manufacture, sell and install specialist air suspension parts and systems for cars and vans.   Our clients are a mixture of private individuals and motor traders.Name:        Phil Chapman                 Email Address:     enquiries@airride.uk",NULL,1,1,CO,
701,Outstanding Care Homes (OCH SOLUTIONS LTD),NULL,NULL,hello@outstandingcarehomes.co.uk,0203 962 5759,0204 599 0762,NULL,0,0,NULL,NULL,"We are a care home consultancy company in England. We help care homes with the following service:
-	CQC compliance issues. 
-	Mock CQC inspections
-	Audits
-	Operational issues. 
-	Coaching and mentoring for care home managers and owners. 
-	They can also check the website issactheo.com
 
",NULL,1,1,YCF,
702,HS TRADE LOGISTICS & SERVICES LTD,NULL,NULL,harold.schoenbeck@gmail.com,0203 962 5760,0204 599 0763,NULL,0,0,NULL,NULL,"We are a company that is dedicated to the e-commerce industry, focusing in selling and distributing retail, textiles and consumer products. We seek that each purchase that our customers make is delivered in an agile and efficient manner so that they can use the products they need in a timely manner.",NULL,1,1,YCF,
703,Go locksmith 24/7 ltd,NULL,NULL,orasanuionut1@gmail.com,0203 962 5761,0204 599 0764,NULL,0,0,NULL,NULL,"Greets: Good Morning /Afternoon:  Go locksmith 24/7   How may I help                                              Action:    I'm afraid all lines are busy at the moment. Can I take a message. and someone will call you back shortly. Please take their Name, Tel Number.  Business Activity:         We are a locksmith company and we have trained technicians who provides services, our clients are huge locksmiths like, Sam Locks and ITCC locksmith, who provide us with the jobs and we service their client and charge for our services. In turn we provide commission to big locksmith companies for giving us job.Name(s):     Iounut alin Orasanu        Email:        orasanuionut1@gmail.com",NULL,1,1,CO,
704,Vettabase Ltd,NULL,NULL,federico.razzoli@vettabase.com,0203 962 5762,0204 599 0765,NULL,0,0,NULL,NULL,Greets:  Good Morning/ afternoon  VETTABASE LTD  How may I help you? Action:      All lines are busy at present can I take a message and get them to call back once they are free?  Please take their Name. Tel Number.  Activity:   Database consulting. Customers are any company for which databases are critical. But we mainly target startups that are growing.  Name:     Federico  RazzoliEmail:      federico.razzoli@vettabase.com,NULL,1,1,CO,
705,DIGITAL SYSTEM INTERNATIONAL LTD,NULL,NULL,K.Plotkins@digital-system.org,0203 962 5763,0204 599 0766,NULL,0,0,NULL,NULL,"DIGITAL SYSTEM INTERNATIONAL  Greets: Good Morning /Afternoon:   Digital System   How may I help.   Action:    All lines are busy at the moment can I take a message?Take their details   Name.   Phone Number  and say someone will call you back shortly?Business Activity:    blockchain,   smart contracts,   DeFi,   IDO Names:     Kaspars   Plotkins                PLEASE SEND MESSAGE TO BOTH EMAILS BELOW.Email:         mail@digital-system.org,        k.plotkins@digital-system.org",NULL,1,1,CO,
706,Ernest View Ltd ,NULL,NULL,info@ernestview.co.uk,0203 962 5764,0204 599 0767,NULL,0,0,NULL,NULL,"Greets :     Good Morning/ afternoon   ERNEST VIEW    How may I help you? Action:      All lines are busy at present can I take a message and get them to call back once they are free?  Please take their Name. Tel Number.  E-mail address.Activity:        Ernest View is an Estate Agency and Town Planning Consultancy. We specialise in sales / lettings / property management and planning. However, we also offer services in investments, property inventory and schedule of conditions, property photography, property maintenance and architectural drawings.   Our clients will be Landlords, Tenants, Buyers, Sellers, investors and the general public and companies looking for town planning and architectural services.    Estate Agency prices can be found on our website whilst planning and architectural prices are bespoke and depends on the nature of task.Name(s):      Sandeep Bains                      Sunny Bains Email:            info@ernestview.co.ukWebsite:        www.ernestview.co.uk",NULL,1,1,CO,
707,OWNDEVICES SOLUTIONS LTD,,,leutrimm.r@gmail.com,0203 962 5765,0204 599 0953,,,,,,"OWNDEVICES SOLUTIONS LTD (0203 962 5765) Greeting:  how may I help you? Response: there is no one available to take your call, can I take a message and get someone to call you back? Name: Leutrim Rexhepi Activity:Software Development (web development, mobile app development, game development, desktop app development etc.), Software Consultancy E-mail: leutrimm.r@gmail.com",,1,1,YCF,
708,Free dest unassigned,,,0,0203 962 5766,,,,,,,,,1,1,0,
709,CALABRETTO LTD,NULL,NULL,info@calabretto.co.uk,0203 962 5767,0204 599 0768,NULL,0,0,NULL,NULL,"CALABRETTO LTD   (0203 962 5767) YCF
  

Greeting:  Welcome to Calabretto LTD, how can I help you?  

Response: I am afraid there is no one available to take your call at the moment, can I take your details and get someone to call you back shortly.  

Business Activity: (This company deals with the trading of its own products, offering scouting and brokerage services for goods)    

Names: (Piersanto Calabretto)   

E-mail address:  info@calabretto.co.uk ",NULL,1,1,YCF,
710,Swallow & Castle,NULL,NULL,tristan@swallowandcastle.com,0203 962 5768,0204 599 0769,NULL,0,0,NULL,NULL,"Swallow & Castle    (0203 962 5768)   YCF CLIENT  


Greeting:  Welcome to (Swallow & Castle), how can I help you?  

Response: I am afraid there is no one available to take your call at the moment, can I take your details and get someone to call you back shortly.  

Business Activity: (Estate Agent, property sales and lettings, dealing with sellers, buyers, landlords and tenants…)    

Names: (Tristan)    

E-mail address: tristan@swallowandcastle.com ",NULL,1,1,YCF,
711,CLARISYS GLOBAL LTD,NULL,NULL,Sonal.Garg@Clarisys.global.com	,0203 962 5769,0204 599 0770,NULL,0,0,NULL,NULL,"CLARISYS GLOBAL LTD     ( 0203  962 5769 )   YCF CLIENT  

 
Greets:  Good Morning / Afternoon:   CLARISYS GLOBAL LTD    How may I help.


Action:      All lines are busy at the moment.     Can I take a message?
Take their Name, Phone Number.  And say they will call back once they are free 


Activity:       We are a software development company who mainly deals in to Genesys Contact Centre area.  We offer mainly 2 things. 
1,  Automation product (OneCG and QuickTest)
2,  System integration services   


Name:        Sonal Garg,   Saleha Haq,  Thomas Sarnes,   Andrea Pollard  

  
      
Email:         Sonal.Garg@Clarisys.global.com 
",NULL,1,1,YCF,
712,STARADO VENTURES LTD,NULL,NULL,peter.remken@gmail.com,0203 962 5770,0204 599 0771,NULL,0,0,NULL,NULL,vm,NULL,1,1,YCF,
713,Asaro Systems Ltd,NULL,NULL,steve.coombs@asarosystems.com,0203 962 5771,0204 599 0772,NULL,0,0,NULL,NULL,"Greets :     Good Morning/ Afternoon  ASARO SYSTEMS LTD  How may I help you? TRANSFER  CALLS  TO  STEVE   07718586444  & ANNOUCE WHO'S CALLING &  WHAT'S THE  CALL ABOUT   If  no answer then take all details and email to Steve Activity:      We develop and sell software that helps large engineering companies migrate their data to different tools. It also assists in the transfer of requirements information from the customers (i.e. Government) to the engineering company (i.e. Boeing). We work with companies such as Siemens, Boeing, Ford, GDLS, Rolls Royce. .Name(s):      Steve Coombs          Email:           steve.coombs@asarosystems.com",NULL,1,1,CO,
714,XRB MEDIA LIMITED,NULL,NULL,arturs@brox.lv,0203 962 5772,0204 599 0773,NULL,0,0,NULL,NULL,58142 (Publishing of consumer and business journals and periodicals),NULL,1,1,YCF,
715,WORLD CORPORATE ORGANIZATION,NULL,NULL, info@newjerusalemcorporation.com info@worldcorporateorganization.com,0203 962 5773,0204 599 0774,NULL,0,0,NULL,NULL,"In the World Corporate Organization we believe in the Corporate Governance System as the best alternative to support and transition from the Traditional Governance System, since it is the pillar for the change of economic and historical consciousness that the world and the present times are demanding. We partner with institutional clients, individuals and civil society organizations and members to promote real change and definitive impact. ",NULL,1,1,YCF,
716,NEXT TECHNOLOGY VISION LTD (NTV),NULL,NULL,tony@ntvplc.com,0203 962 5774,0204 599 0775,NULL,0,0,NULL,NULL,"Next Technology Vision  LtdPLEASE JUST ANSWER  AS  "" NTV ""    Greets: Good Morning /Afternoon:   NTV    How may I help.   Action:      All lines are busy at the moment  Can I take a message?Take their Name, Phone Number.  And say they will call back once they are free Activity:        Next Technology Vision Ltd (NTV) is a pioneering concept creation, designer, prototype implementor, production engineering, manufacturer, marketing, and purveyor of innovated smart products. NTV is utilising its existing Intellectual Property assets in the implementation of a patent-pending a next-generation Voice Over Internet Protocol application integrated with cloud computing, direct marketing,  and sales retail infrastructure. The system endorses unique commercial revenue models, providing substantial year-on-year compound sales revenue returns. In addition, the innovative application operates in conjunction with an independently, exclusive (self-financing) life-saving medical reference passport system. The system application is scheduled for release later in the year.Name:      Tony Nedd           Email:        tony@ntvplc.com",NULL,1,1,CO,
717,PHYSICAL RISK SOLUTIONS UK LTD,NULL,NULL,richard@physicalrisksolutions.com,0203 962 5775,0204 599 0776,NULL,0,0,NULL,NULL,"(Physical Risk Solutions is a turnkey provider of risk mitigation services throughout East Africa and elsewhere to military, diplomatic and commercial entities. Our services include:
•	mobile and static security.
•	full site assessments.
•	implementation of technological systems such as cyber security, digital forensics and site surveillance.
•	secure accommodation via our Mirage brand of hotels
•	full logistical services including import and export.

",NULL,1,1,YCF,
718,Antero & Co Healthcare Ltd,NULL,NULL,gmarollano@hotmail.com,0203 962 5776,0204 599 0777,NULL,0,0,NULL,NULL,"Greet :  Good Morning/ afternoon  Antero & Co Healthcare  How may I help you? Action:   All Directors are busy at present, I can take a message and get them to call back once they are free.  Also ask clients would they prefer to be emailed or sent a text reply ?Names:     Glady  Marollano Activity:   I do sub-contracting of healthcare jobs (i.e. Embassy Nursing, International Patient Flight Transfer), etc...), fill-in staffing shortages of both private and NHS sectors.   (We are Looking to expand)Email:    gmarollano@hotmail.com",NULL,1,1,CO,
719,GB Gold LTD,NULL,NULL,Mr.drose@gmail.com,0203 962 5777,0204 599 0778,NULL,0,0,NULL,NULL,"We provide same day Cash for Gold via an in person appointment only visit ,where our buyers go and weigh the customer gold and makes a cash offer,which can be paid straight in to the customer bank account or cash on hand provided   ",NULL,1,1,YCF,
720,INFINITY GLOBAL TRADING LTD,NULL,NULL,adnan@infinitygt.co.uk,0203 962 5778,0204 599 0779,NULL,0,0,NULL,NULL,"Greets :     Good Morning/ afternoon   IGT   How may I help you? Action:      All lines are busy at present can I take a message and get them to call back once they are free?  Please take their Name. Tel Number.  Ask the nature of the inquiryActivity:       A major supplier of premium solutions to the Armed Forces and security establishment. We are security solution provider to the Governments like the Police and Military.   products like the X-Ray machines, CCTV, Access Control & Tactical Equipment Name(s):        Adnan Musleh  Email:              adnan@infinitygt.co.uk",NULL,1,1,CO,
721,Lobitos Oil Co Ltd ,NULL,NULL,eyk@lobitosoilco.com,0203 962 5779,0204 599 0780,NULL,0,0,NULL,NULL,"We are a worldwide energy company with a Office strro Out, the world we supply lubrications for the auto motive industry, including electric cars and crude oil shipments.



Lobitosoil.com

",NULL,1,1,YCF,
722,Luxurious Bathrooms (SELLVY LTD),,,info@luxuriousbathrooms.co.uk,0203 962 5780,0204 599 0781,,,,,,"Luxurious Bathrooms   02039625780   ycf 




  

  

Greeting:  Welcome to Luxurious Bathrooms), how can I help you?  

Response: I am afraid there is no one available to take your call at the moment, can I take your details and get someone to call you back shortly.  

Business Activity: My company is working in the sphere of luxurious and high end Bath tubs  

Names: Melih Selvi (Director) 

E-mail address: info@luxuriousbathrooms.co.uk ",,1,1,YCF,
723,alpha 1,NULL,NULL,0,0203 962 5781,,NULL,0,0,NULL,NULL,,NULL,1,1,CO,
724,Alpha Estate Agents,NULL,NULL,alphaestateagents@gmail.com,0203 962 5782,0204 599 0782,NULL,0,0,NULL,NULL,"alpha estate agents 0203 962 5782  Greets :   Good Morning/ Afternoon, Alpha Estate Agents, How can I help you today? Action:    All Directors are busy at present, I can take a message and get them to call back once they are free? Activity:       We work within the private sector, delivering a bespoke service from letting to management of small to medium scale residential properties. We work with clients who are visiting London on a short or long term basis as well as students, tourists and investors. Name(s):     Giulio  Buttazzoni Email:         alphaestateagents@gmail.com",NULL,1,1,CO,
725,COGNESCENCE LTD,NULL,NULL,info@cognescence.com,0203 962 5783,0204 599 0783,NULL,0,0,NULL,NULL,We are building a new solution for early diagnose of neurodegenerative disease with use of artificial intelligence,NULL,1,1,YCF,
726,LUGA LABS LTD,NULL,NULL,e.roberts09@hotmail.com ,0203 962 5784,0204 599 0784,NULL,0,0,NULL,NULL,"LUGA LABS LTD   ( 0203 962 5784 )   CO Client 


Greets: Good Morning /Afternoon:   LUGA LABS LTD   How may I help                                              

Action:    I'm afraid all lines are busy at the moment. Can I take a message, 
and someone will call you back shortly. Please take their Name, Tel Number.  


Business Activity:     Affiliate marketing through website twitter instagram . Earning money through referrals. Clients will engage with the website and then click through and sign up to our partners website and in turn we then receive commissions


Names:     Elliot Roberts 
       
Email:      e.roberts09@hotmail.com      ",NULL,1,1,CO,
727,NUTRILEGA LTD,,,support@nutrilega.uk ,0203 962 5785,,,,,,,"NUTRILEGA LTD 0203 962 5785  ycf


 
 
Greeting:  Welcome to (NUTRILEGA LTD), how can I help you? 

Response: I am afraid there is no one available to take your call at the moment, can I take your details and get someone to call you back shortly. 

Business Activity: (NUTRILEGA LTD is a brand for Nutraceutical and cosmetics products we provide a wide range of food supplements items )

Names: (NUTRILEGA LTD)  

E-mail address : support@nutrilega.uk ",,1,1,YCF,
728,PARCHMENT PROPERTY LTD ,,,reanparchment2000@gmail.com,0203 962 5786,,,,,,,"PARCHMENT PROPERTY LTD    0203 962 5786  YCF CLIENT 

Greeting:  Welcome to Parchment Property, how can I help you?  

Response: I am afraid there is no one available to take your call at the moment, can I take your details and get someone to call you back shortly.  

Business Activity: (Property development company that refurbishes unmodernized houses and flat mainly in central London and West Midlands)    

Names: Rean Parchment 

Email   reanparchment2000@gmail.com
  ",,1,1,YCF,
729,SAFPRIMA GROUP INVESTMENT LIMITED,,,SAM@SAFPRIMA.COM.MY	,0203 962 5787,,,,,,,"""INVESTMENT, TRADE AND TRADING
1.	Wholesales of Petroleum and Petroleum Products
2.	Activities of Investment Trusts
3.	Security And Commodity Contracts Dealing Activities
4.	Financial Management
""",,1,1,YCF,
730,AAAA ADVISER LTD,,,601636@gmail.com ,0203 962 5788,,,,,,,Consultancy in getting 2nd citizenship by government programs in different countries. ,,1,1,YCF,
731,SIBELIUS HOLDINGS LTD,,,peter.mcgill@sibeliusholdings.uk,0203 962 5789,,,,,,,"""Manufacture and Distribution/Sales of Consumer Health products into pharmacy and general retailers. 
Names: Peter McGill  
""",,1,1,YCF,
732,Londonpayments,NULL,NULL,drbm@londonpayments.com,0207 052 7622,0204 599 0785,NULL,0,0,NULL,NULL,"Greets:  Good Morning / Afternoon:    LONDONPAYMENTS    How may I help.Action:    The managers are in a meeting/out of the office, but if you leave your name and contact number someone will be in touch with you ASPA.Activity:     Merchant card services and solution   Name:       Dean Par          Email:       drbm@londonpayments.com",NULL,1,1,CO,
733,D G Chauffeur Services Limited,NULL,NULL,DGCHAUFFEURSERVICESLIMITED@GMAIL.COM,0207 052 7623,0204 599 0786,NULL,0,0,NULL,NULL,"expired services Greets:  Good Morning / Afternoon:   D G Chauffeur Services  How may I help. Action:   lines are busy at the moment   Please take the callers name, Contact number and Email address And when is the booking for also the car they would like. Please tell caller you will pass this message on to one of the team and they will get back to you asap. Activity:      We specialise in the transportation of high profile clients, Such as CEO`s , footballers, celebrities and people of wealth. As we offer a bespoke service the prices vary according to what car they require where they are going etc   Name:   Dean Goldfinch  Sean New  Denise Goldfinch  Jack Goldfinch         Email:    enquiries@dgchauffeurs.co.uk",NULL,1,1,CO,
734,free sip[ trunk,,,0,0207 052 7624,,,,,,,,,1,1,YCF,
735,REDEEMING FEATURES FILMS LIMITED,NULL,NULL,nate@redeemingfeatures.co.uk,0207 052 7625,0204 599 0787,NULL,0,0,NULL,NULL,"Greets: Good Morning /Afternoon:    Redeeming Features   How may I help.   Action:     All lines are busy at the moment can I take a message?Take their details   Name, Phone Number and someone will call you back shortly?Business Activity:      We are an award-winning film and television production company and talent agency and post house based in Hoxton (East London)Our founder and CEO is Nathanael Wiseman an award-winning filmmaker. Our last feature film is the BAFTA long-listed crime drama HARD TIDE which is currently available on NETFLIX worldwide and on Amazon Prime and SKY in the UK. We are in post-production on the feature-length mental health and sports documentary TEN COUNT which stars Dwayne The Rock Johnson and is due for release in 2022.As a company we create motion-picture content: producing, writing, and directing projects for TV, Film and Commercial entities. We also manage talent. Names:      Nathanael  Wiseman         Email:        nate@redeemingfeatures.co.uk",NULL,1,1,0,
736,virasolv Ltd.,NULL,NULL,haron5050@gmail.com,0207 052 7626,0204 599 0788,NULL,0,0,NULL,NULL,"virasolv Ltd                  (0207 052 7626 |)   CO Client  

EXPIRED LINE NO LONGER AVAILABLE ",NULL,1,1,0,
737,Greenrock Capital Limited,NULL,NULL,bvaliyev@greenrockcapital.co.uk,0207 062 6727,0204 599 0789,NULL,0,0,NULL,NULL,"Greets :       Good Morning/ afternoon   GREENROCK  CAPITAL  How may I help you? Action:        PLEASE GIVE OUT MOBILE NUMBER TO CLIENTS      07770772077 Activity:       Greenrock  Capital    is Business and Financial Consultant working with wholesale corporate clients around the world. We assist corporate clients in connection with disposal and acquisition of industrial and financial assets, financing, debt and equity capital markets, restructuring, privatisation and real estate.   Our fees vary depending on size, structure and complexity of the transaction.Name(s):        Bairam  Valiyev Email:             bvaliyev@greenrockcapital.co.uk",NULL,1,1,CO,
738,Risk & Financial,NULL,NULL,colin@riskandfinancial.com,0207 062 6728,0204 599 0790,NULL,0,0,NULL,NULL,Greets :     Good Morning/ afternoon  You've reached Colin Lawrence's office of Risk & Financial:    How may I help you? Action:    He isn,NULL,1,1,CO,
739,Santa Chris Nicholas,NULL,NULL,santa@santachrisnicholas.com,0207 062 6729,0204 599 0791,NULL,0,0,NULL,NULL,"Greets:  Good Morning / Afternoon:  Santa Chris Nicholas's office!   How may I help.Action:   Firstly, thank you for calling. I'm just a secretary for Chris and its Chris himself or his PA you need, ",NULL,1,1,CO,
740,Mirade Consultants Ltd,NULL,NULL,info@mirade.co.uk,0207 062 6730,0204 599 0792,NULL,0,0,NULL,NULL,"Greets :    Good Morning/ afternoon    MIRADE  CONSULTANTS  How may I help you. NOTE for phone script users: Mirade is pronounced ""  Miraday"".Action:     All Consultants are busy at present can I take a message and get them to call back once they are free?  Please take their Name. Tel Number.  Activity:        Technical consulting services for the oil and gas industry, specialising in projects involving gas compression systems.Name(s):      Tim Baker  Email:            info@mirade.co.uk",NULL,1,1,CO,
741,RISEHUB CIC,NULL,NULL,owen.green@creativelearningcompany.com,0207 062 6731,0204 599 0793,NULL,0,0,NULL,NULL,"Greets:  Good Morning/Afternoon  RISEHUB CIC   How can I help you Action:    I'm afraid all lines are busy at the moment. Can I take a message? and someone will call you back as soon as they are available?Take their Name. Tel Number  Business Activity    Provides equality, diversity and inclusion training on-line and face to face to school leaders and businesses.Contact Names as below     Owen Green James Kelly Satbinder Kooner                Email Address:    owen.green@creativelearningcompany.com",NULL,1,1,CO,
742,Systims,NULL,NULL,sales@systims.com,0207 062 6732,0204 599 0794,NULL,0,0,NULL,NULL,"Greets:  Good Morning / Afternoon:     SYSTIMS     How may I help.Action:        All lines are busy at the moment. Can I take a message?Please  Take their  Name,  Tel. Number.  Email Address  & Type of Query, And say they will call back once they are free Activity:      Apple IT Support CompanyName:      Dumisane Mhlanga       Email:       sales@systims.com",NULL,1,1,CO,
743,ASCORP PRESTIGE,NULL,NULL,Admin@ascorpprestige.com,0207 062 6733,0204 599 0795,NULL,0,0,NULL,NULL,"Ascorp London chauffeurs 0207 062 6733  CO Client 

TELL CALLERS NO LONGER AVAILABLE ON THIS NUMBER ",NULL,1,1,CO,
744,Gladiant Mechanical Ltd,NULL,NULL,cglister@gladiant.co.uk,0207 062 6734,0204 599 0796,NULL,0,0,NULL,NULL,"Gladiant Mechanical Ltd   0207 062 6734  

TELL CALLERS NO LONGER ON THIS NUMBER ",NULL,1,1,CO,
745,Tower Power Consultancy,NULL,NULL,hasnat_chy00@yahoo.co.uk,0207 062 6735,0204 599 0797,NULL,0,0,NULL,NULL,"Greets:  Good Morning / Afternoon:  Tower Power Consultancy  How may I help.  Action:        All lines are busy at the moment. Can I take a message? Take their Name, Phone Number.  And say they will call back once they are free Activity:        Consultancy Management  Name:          A. hasnat  Chowdhury  Email:           hasnat_chy00@yahoo.co.uk",NULL,1,1,CO,
746,Free,,,0,0207 062 6736,,,,,,,,,1,1,YCF,
747,DIGITAL SIGN UK LTD,NULL,NULL,info@digital-signageuk.com,0207 062 6737,0204 599 0798,NULL,0,0,NULL,NULL,"DIGITAL SIGN UK  ( 0207 062 6737 )

TELL CALLERS NO LONGER ON THIS NUMBER ",NULL,1,1,CO,
748,RSV Solutions Ltd,NULL,NULL,vijay.allpula@rsvsolutions.co.uk,0207 062 6738,0204 599 0799,NULL,0,0,NULL,NULL,"Greets:  Good Morning / Afternoon:  RSV SOLUTIONS   How may I help.   Action:      All lines are busy at the moment.     Can I take a message?Take their Name, Phone Number.  And say they will call back once they are free Activity:     RSV Solutions is a specialist provider of managed IT services, including IT Consulting & Project Management, Software Development, IT for the Enterprise and IT for SMEs services, enabling organisations use technology to increase productivity, reduce costs, minimise risks and grow strategically. Our primary focus is to develop strategic long-term relationships with our clients. This dedication to long term partnerships has allowed us to help many leading organisations achieve their business goals and grow strategically through the effective use of technology. With expertise in a multitude of areas, across a variety of industries, our dedicated team of professionals has both the knowledge and experience to help our clients become high performance businessesName:       Vijay Kumar Allpula         Email:      vijay.allpula@rsvsolutions.co.uk",NULL,1,1,CO,
749,Laboratoire Paul et Karin Herzog SA,NULL,NULL,karinherzogltd@gmail.com,0207 062 6739,0204 599 0800,NULL,0,0,NULL,NULL,"Greets :    Good Morning/ Afternoon  Karin Herzog Ltd    How may I help you? Action:     All lines are busy at the moment can I take your name, Tel. numberand they will call back once they are free?   Activity:     We produce and sell beauty care products. Our clients are final customers as well as beauty professionalsName(s):       Donato Palmisano Email:             palmi@karinherzog.ch",NULL,1,1,CO,
750,Voiceworks,NULL,NULL,heidi.llewellyn@communicorpuk.com,0207 062 6740,0204 599 0801,NULL,0,0,NULL,NULL,Greets :     Good Morning/ afternoon   VOICEWORKS    How may I help you? Action:      All lines are busy at present can I take a message & I,NULL,1,1,CO,
751,free sip trunk,,,0,0207 062 6741,,,,,,,,,1,1,YCF,
752,Inspired Concepts Ltd,NULL,NULL,kemi@inspiredconceptsconsulting.co.uk,0207 062 6742,0204 599 0802,NULL,0,0,NULL,NULL,"Greets :     Good Morning/ afternoon   INSPIRED CONCEPTS   How may I help you? Action:      All lines are busy at present can I take a message and get them to call back once they are free?  Please take their Name. Tel Number.  Activity:        Human Resources, Compliance  and Business Consulting  Name(s):       Olukemi  Olutunbi Email:             kemi@inspiredconceptsconsulting.co.uk",NULL,1,1,CO,
753,Pineflat /  Pineflat Management Limited,NULL,NULL,stagarroso@pineflat.co.uk,0207 062 6743,0204 599 0803,NULL,0,0,NULL,NULL,Greets:  Good morning/ afternoon PINEFLAT  LIMITED    How may I help you? Action:      All lines are busy at present can I take a message and get them to call back once they are free?  Please take their Name. Tel Number.  Activity:       We are a property and block management. We work with freeholders and investment landlords. Fees are based on requirements.Name(s):        SABINE TAGARROSO  Email:             stagarroso@pineflat.co.uk,NULL,1,1,CO,
754,CHOOSE ECO LTD,NULL,NULL,darren.hutton@chooseeco.co.uk,0207 062 6744,0204 599 0804,NULL,0,0,NULL,NULL,"Greets:  Good Morning / Afternoon: CHOOSE ECO LTD   How may I help.*** PLEASE BE CAREFULL   HOW YOU ANSWER THE COMPANY NAME   IT'S ""ECO""   pronouced as E CO & not  "" ECHO "" Greets:  Good Morning / Afternoon: CHOOSE  E CO LTD   How may I help.Action:   If callers ask for Darren Hutton  PUT CALLS THRU TO HIM ON 07983292703 and state the callers name and their company name. IF DARREN DOESN'T ANSWER    please take message & callers Name, Tel Number. Post Code & The Company Name where possible,. & say he will call back once his free   & email message DIRECT to Darrenâ€™s Email address below. for anything /Anyone they ask for say they will call back when they are free Please Take message & callers NAME. TEL No.  POST CODE ..& The Company Name where possible  & Email to  the  General email address belowBusiness Activity:  Choose Eco Ltd  carries out work under the government green home grant, we install cavity wall and loft insulation, low carbon state of the art air source and ground source heat pumps, complete and partial commercial and domestic solar energy systems, electric vehicle chargers and a complete range of home automation systems.Darren Hutton (MD)    Only email to Darren when clients ask for Darren only Darrenâ€™s  Email:      darren.hutton@chooseeco.co.uk      FOR ALL OTHER GENERAL MESSAGES PLEASE EMAIL TO ADDRESS BELOW General Email:     info@chooseeco.co.uk",NULL,1,1,CO,
,free sip trunk,NULL,NULL,0,0207 062 6745,,,,,,,,,,,0,
755,COINHOUSE.ONE LTD ,NULL,NULL,info@coinhouse.one,0207 062 6746,0204 599 0805,NULL,0,0,NULL,NULL,"COINHOUSE ONE    0207 062 6746


Greets :     Good Morning/ Afternoon   COINHOUSE ONE   How may I help you? 


Action:     All lines are busy at the moment can I take your name, Tel. number
and they will call back once they are free?   


Activity:       We are holding Wallets for our clients for crypto currencies


Name(s):       Torsten Husmann  
   

Email:           info@coinhouse.one   ",NULL,1,1,CO,
756,MAYFAIRSILK LTD,NULL,NULL,hello@mayfairsilk.com,0207 566 1180,0204 599 0806,NULL,0,0,NULL,NULL,"Greets: Good Morning /Afternoon:    MAYFAIRSILK LTD   How may I help.   Action:     All lines are busy at the moment can I take a message?Take their details   Name,   Tel. Number  and someone will call you back shortly?Business Activity:       MayfairSilk designs, produces, and distributes the highest quality silk bed linen, hair and sleep accessories on the market. We sell directly to consumers and to retailers.Names:      Marcus Ubi          Email:      hello@mayfairsilk.com",NULL,1,1,CO,
757,Free,,,0,0207 566 1181,,,,,,,,,1,1,CO,
758,Kalister Technologies Limited,NULL,NULL,jithu@apexenergy.me,0207 566 1182,0204 599 0807,NULL,0,0,NULL,NULL,"Greets:  Good Morning / Afternoon:    KALISTER  TECHNOLOGIES  LTD  How may I help.Action:        All lines are busy at the moment. Can I take a message?Take their Name, Phone Number.  And say they will call back once they are free Activity:     We are into the Manufacturing and Trading of PVC and GI Pipes and Fittings. Our clients are from the construction and agricultural industry predominantly. Our average price per pipe is 3.3 USD and 600 cents per fittings.Name:      Vadassery Kalister Lynus       Email:       jithu@apexenergy.me",NULL,1,1,CO,
759,NKN LIMITED LLP,NULL,NULL,admin@nknlimited.com,0207 566 1183,0204 599 0808,NULL,0,0,NULL,NULL,"NKN LIMITED LLP    ( 0207 566 1183 ) CO Client 

Greets:  Good Morning / Afternoon:   NKN LIMITED LLP    How may I help.


Action:    All lines are busy at the moment   Can I take a message they will call you back once they are free they   Take  callers  Name, Phone Number.  



Business Activity:    Consulting - Technology Environmental and Waste Recycling System.  Meetings & Events. 



Clients Name(s) :      Stefano Volpi  


Email Address:         admin@nknlimited.com",NULL,1,1,CO,
